"approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","subject","appropriateness","approp_rating"
264,1,1,1,"144","LUHA_non-engineering","The melody floated through the air.",108,"literal",1,"high",1
284,0,5,1,"92","HUHA_non-engineering","The cloud cover quenched the country.",108,"metaphorical",1,"high",0
1061,1,5,5,"104","HULA_engineering","The shadows were jiggled by light.",108,"anomalous",2,"low",0
3708,1,1,1,"89","HUHA_non-engineering","The water hugged the swimmer.",108,"metaphorical",1,"high",1
332,1,5,5,"126","HULA_non-engineering","The musician baked the violin.",108,"anomalous",1,"low",0
1275,1,1,1,"95","HUHA_non-engineering","The earthquake inhaled the city.",108,"metaphorical",1,"high",1
517,1,1,1,"152","LUHA_non-engineering","The laughter burst through the windows.",108,"literal",1,"high",1
2151,1,1,1,"143","LUHA_non-engineering","The bee abandoned the flower.",108,"literal",1,"high",1
268,1,5,5,"108","HULA_engineering","The weather memorized available transportation.",108,"anomalous",2,"low",0
229,1,5,5,"110","HULA_engineering","The fabric was cooked by glue.",108,"anomalous",2,"low",0
1060,1,1,1,"132","LUHA_engineering","The technician repaired the plane's wing.",108,"literal",2,"high",1
1926,1,1,1,"88","HUHA_engineering","The soil was groomed by the roller.",108,"metaphorical",2,"high",1
1488,0,1,5,"111","HULA_engineering","The nails were knitted by the hammer.",108,"anomalous",2,"low",1
157,1,1,1,"145","LUHA_non-engineering","The worm ate through the apple.",108,"literal",1,"high",1
96,1,1,1,"150","LUHA_non-engineering","The waves flooded the beach.",108,"literal",1,"high",1
249,1,1,1,"135","LUHA_engineering","The dough spun around in the mixer.",108,"literal",2,"high",1
3273,1,5,5,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",108,"anomalous",2,"low",0
191,1,1,1,"151","LUHA_non-engineering","The snow frosted the ground.",108,"literal",1,"high",1
793,0,5,1,"90","HUHA_non-engineering","The moon tinted the world.",108,"metaphorical",1,"high",0
868,1,1,1,"149","LUHA_non-engineering","The stars sprinkled over the desert.",108,"literal",1,"high",1
1351,0,5,1,"83","HUHA_engineering","The plants are motivated by temperature.",108,"metaphorical",2,"high",0
877,0,1,5,"120","HULA_non-engineering","The sun rained on the earth.",108,"anomalous",1,"low",1
724,0,5,1,"146","LUHA_non-engineering","The flag turned in the wind.",108,"literal",1,"high",0
3423,1,5,5,"103","HULA_engineering","The car was sewed by the brakes' force.",108,"anomalous",2,"low",0
124,1,1,1,"137","LUHA_engineering","The rust damaged the metal.",108,"literal",2,"high",1
334,1,1,1,"133","LUHA_engineering","The electricity was hindered by the resistor.",108,"literal",2,"high",1
1460,1,5,5,"115","HULA_non-engineering","The researcher disappointed a theory.",108,"anomalous",1,"low",0
773,1,5,5,"117","HULA_non-engineering","The rain braided her lips.",108,"anomalous",1,"low",0
300,1,1,1,"134","LUHA_engineering","The pipe was secured with a seal.",108,"literal",2,"high",1
4580,1,5,5,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",108,"anomalous",2,"low",0
300,1,1,1,"131","LUHA_engineering","The dam stalled the water.",108,"literal",2,"high",1
199,1,1,1,"98","HUHA_non-engineering","The siren sang over the city.",108,"metaphorical",1,"high",1
366,1,1,1,"99","HUHA_non-engineering","The song bounced in her ear.",108,"metaphorical",1,"high",1
660,1,1,1,"93","HUHA_non-engineering","The storm chased away the dune.",108,"metaphorical",1,"high",1
130,1,1,1,"101","HUHA_non-engineering","The sun sulked behind the clouds.",108,"metaphorical",1,"high",1
307,1,1,1,"94","HUHA_non-engineering","The heat scarred the ground.",108,"metaphorical",1,"high",1
1407,0,1,5,"123","HULA_non-engineering","The brook cycled through the forest.",108,"anomalous",1,"low",1
200,1,1,1,"136","LUHA_engineering","The knives rested in their holder.",108,"literal",2,"high",1
3606,0,5,1,"80","HUHA_engineering","The speakers fostered sound.",108,"metaphorical",2,"high",0
265,1,5,5,"122","HULA_non-engineering","The gravity baptized the moon.",108,"anomalous",1,"low",0
1019,1,5,5,"125","HULA_non-engineering","The morning dew debated on the meadow.",108,"anomalous",1,"low",0
463,0,1,5,"121","HULA_non-engineering","The foliage trickled from the trees.",108,"anomalous",1,"low",1
970,1,1,1,"140","LUHA_engineering","The computers are connected through a network.",108,"literal",2,"high",1
4236,1,5,5,"113","HULA_engineering","The workers helped to coach the structure.",108,"anomalous",2,"low",0
1295,1,5,5,"105","HULA_engineering","The rocks grew into the hole.",108,"anomalous",2,"low",0
565,0,1,5,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",108,"anomalous",2,"low",1
3219,0,5,1,"60","LUHA_engineering","The light caused the stone to change color.",114,"literal",2,"high",0
728,1,1,1,"23","HUHA_non-engineering","The echo trembled through the cave.",114,"metaphorical",1,"high",1
721,1,1,1,"72","LUHA_non-engineering","The dream pointed the direction.",114,"literal",1,"high",1
506,0,1,5,"30","HULA_engineering","The dam spooked the water.",114,"anomalous",2,"low",1
360,1,1,1,"17","HUHA_non-engineering","The fruits crowned the cake.",114,"metaphorical",1,"high",1
289,1,1,1,"68","LUHA_non-engineering","The storm blew away the dune.",114,"literal",1,"high",1
299,1,1,1,"66","LUHA_non-engineering","The garden froze in the winter.",114,"literal",1,"high",1
305,1,1,1,"24","HUHA_non-engineering","The morning dew slept on the meadow.",114,"metaphorical",1,"high",1
223,0,1,5,"51","HULA_non-engineering","The laughter graduated through the windows.",114,"anomalous",1,"low",1
594,0,5,1,"61","LUHA_engineering","The intense heat melted the plastic.",114,"literal",2,"high",0
295,1,1,1,"76","LUHA_non-engineering","The sun shone behind the clouds.",114,"literal",1,"high",1
243,0,5,1,"13","HUHA_engineering","The repairman freed the stuck hinge with grease.",114,"metaphorical",2,"high",0
38,1,5,5,"48","HULA_non-engineering","The stars served over the desert.",114,"anomalous",1,"low",0
626,0,5,1,"59","LUHA_engineering","The metals were fused into a weld.",114,"literal",2,"high",0
410,0,1,5,"35","HULA_engineering","The knives exhaled in their holder.",114,"anomalous",2,"low",1
903,0,5,1,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",114,"literal",2,"high",0
524,1,1,1,"14","HUHA_non-engineering","The researcher born a theory.",114,"metaphorical",1,"high",1
482,1,1,1,"26","HUHA_non-engineering","The feeling sank over time.",114,"metaphorical",1,"high",1
471,1,1,1,"64","LUHA_non-engineering","The water soaked the swimmer.",114,"literal",1,"high",1
33,1,5,5,"42","HULA_non-engineering","The bee potted the flower.",114,"anomalous",1,"low",0
2239,0,5,1,"9","HUHA_engineering","The fabric was zipped by glue.",114,"metaphorical",2,"high",0
527,1,5,5,"32","HULA_engineering","The electricity was dared by the resistor.",114,"anomalous",2,"low",0
14,1,5,5,"43","HULA_non-engineering","The melody enrolled through the air.",114,"anomalous",1,"low",0
2009,0,1,5,"38","HULA_engineering","The car gutted all of the gas.",114,"anomalous",2,"low",1
285,1,5,5,"28","HULA_engineering","The metal was parented by the brush.",114,"anomalous",2,"low",0
1611,1,1,1,"8","HUHA_engineering","The trains charged with great velocity.",114,"metaphorical",2,"high",1
762,1,5,5,"40","HULA_non-engineering","The clouds trained over the city.",114,"anomalous",1,"low",0
758,1,1,1,"5","HUHA_engineering","The bus was stimulated by electricity.",114,"metaphorical",2,"high",1
438,0,5,1,"20","HUHA_non-engineering","The foilage staggered from the trees",114,"metaphorical",1,"high",0
757,1,5,5,"45","HULA_non-engineering","The flag showered in the wind.",114,"anomalous",1,"low",0
347,1,5,5,"31","HULA_engineering","The technician folded the plane's wing.",114,"anomalous",2,"low",0
997,1,1,1,"52","LUHA_engineering","The paper clip stuck to the magnet.",114,"literal",2,"high",1
815,0,5,1,"18","HUHA_non-engineering","The surfer quarreled with the waves.",114,"metaphorical",1,"high",0
307,0,5,1,"3","HUHA_engineering","The shadows were slayed by light.",114,"metaphorical",2,"high",0
679,1,1,1,"69","LUHA_non-engineering","The heat dried the ground.",114,"literal",1,"high",1
4117,0,1,5,"39","HULA_engineering","The computers are lifted through a network.",114,"anomalous",2,"low",1
341,1,5,5,"34","HULA_engineering","The dough goofed around in the mixer.",114,"anomalous",2,"low",0
664,1,1,1,"70","LUHA_non-engineering","The earthquake devastated the city.",114,"literal",1,"high",1
484,0,5,1,"7","HUHA_engineering","The weather handicapped available transportation.",114,"metaphorical",2,"high",0
302,0,5,1,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",114,"literal",2,"high",0
299,1,5,5,"44","HULA_non-engineering","The worm snored through the apple.",114,"anomalous",1,"low",0
948,1,1,1,"73","LUHA_non-engineering","The siren howled over the city.",114,"literal",1,"high",1
1606,1,1,1,"2","HUHA_engineering","The car was interrupted by the brakes' force.",114,"metaphorical",2,"high",1
53,0,5,1,"75","LUHA_non-engineering","The thunderclouds drifted across the fields.",114,"literal",1,"high",0
902,0,1,5,"41","HULA_non-engineering","The shooting stars returned the sky.",114,"anomalous",1,"low",1
554,1,5,5,"37","HULA_engineering","The screw flapped toward the spring.",114,"anomalous",2,"low",0
24,0,5,1,"65","LUHA_non-engineering","The moon brightened the world.",114,"literal",1,"high",0
727,1,1,1,"54","LUHA_engineering","The wind pushed the wheel.",114,"literal",2,"high",1
619,1,1,1,"74","LUHA_non-engineering","The song echoed in her ear.",114,"literal",1,"high",1
3699,0,5,1,"56","LUHA_engineering","The air system supplied the house with good ventilation.",114,"literal",2,"high",0
773,0,5,1,"15","HUHA_non-engineering","The woman dripped words into his ear.",114,"metaphorical",1,"high",0
603,1,1,1,"58","LUHA_engineering","The plants are affected by temperature.",114,"literal",2,"high",1
399,1,5,5,"27","HULA_engineering","The wind has eaten the turbine.",114,"anomalous",2,"low",0
1815,0,5,1,"22","HUHA_non-engineering","The brook scurried through the forest.",114,"metaphorical",1,"high",0
2476,1,5,5,"49","HULA_non-engineering","The waves excused the beach.",114,"anomalous",1,"low",0
415,0,5,1,"67","LUHA_non-engineering","The cloud cover darkened the country.",114,"literal",1,"high",0
1643,1,1,1,"16","HUHA_non-engineering","The rain kissed her lips.",114,"metaphorical",1,"high",1
1374,1,1,1,"10","HUHA_engineering","The nails were abused by the hammer.",114,"metaphorical",2,"high",1
312,0,5,1,"11","HUHA_engineering","The saddle had a perforated shell enveloped by soft foam.",114,"metaphorical",2,"high",0
3061,0,5,1,"21","HUHA_non-engineering","The gravity pressured the moon.",114,"metaphorical",1,"high",0
1485,1,1,1,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",114,"metaphorical",2,"high",1
971,0,5,1,"63","LUHA_engineering","The soil was flattened by the roller.",114,"literal",2,"high",0
569,0,1,5,"33","HULA_engineering","The pipe was inquired with a seal.",114,"anomalous",2,"low",1
958,0,1,5,"46","HULA_non-engineering","The ivy glazed the tree.",114,"anomalous",1,"low",1
450,0,5,1,"25","HUHA_non-engineering","The musician teased the violin.",114,"metaphorical",1,"high",0
365,1,5,5,"36","HULA_engineering","The rust gardened the metal.",114,"anomalous",2,"low",0
486,1,1,1,"55","LUHA_engineering","The speakers produced sound.",114,"literal",2,"high",1
903,1,5,5,"29","HULA_engineering","The new construction was chopped by the cover.",114,"anomalous",2,"low",0
764,0,5,1,"71","LUHA_non-engineering","The sun evaporated the dew.",114,"literal",1,"high",0
266,0,5,1,"4","HUHA_engineering","The rocks hopped into the hole.",114,"metaphorical",2,"high",0
861,0,1,5,"47","HULA_non-engineering","The volcano pummeled the lava.",114,"anomalous",1,"low",1
1087,0,5,1,"57","LUHA_engineering","The ice slowed the river's flow.",114,"literal",2,"high",0
333,1,1,1,"6","HUHA_engineering","The oil ferried from the pump.",114,"metaphorical",2,"high",1
1045,1,1,1,"12","HUHA_engineering","The workers helped to awake the structure.",114,"metaphorical",2,"high",1
907,0,1,5,"50","HULA_non-engineering","The snow rubbed the ground.",114,"anomalous",1,"low",1
1393,0,5,1,"19","HUHA_non-engineering","The sun hammered on the earth.",114,"metaphorical",1,"high",0
770,1,1,1,"208","LUHA_engineering","The oil leaked from the pump.",114,"literal",2,"high",1
527,0,5,1,"163","HUHA_engineering","The screw raced toward the spring.",114,"metaphorical",2,"high",0
333,1,1,1,"170","HUHA_non-engineering","The worm screwed through the apple.",114,"metaphorical",1,"high",1
617,1,1,1,"175","HUHA_non-engineering","The waves drowned the beach.",114,"metaphorical",1,"high",1
591,1,1,1,"216","LUHA_non-engineering","The researcher developed a theory.",114,"literal",1,"high",1
31,1,1,1,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",114,"literal",2,"high",1
519,1,1,1,"213","LUHA_engineering","The saddle has a perforated shell covered by soft foam.",114,"literal",2,"high",1
666,1,1,1,"228","LUHA_non-engineering","The feeling faded over time.",114,"literal",1,"high",1
987,1,1,1,"168","HUHA_non-engineering","The bee bewitched the flower.",114,"metaphorical",1,"high",1
494,1,1,1,"166","HUHA_non-engineering","The clouds wandered over the city.",114,"metaphorical",1,"high",1
409,0,5,1,"220","LUHA_non-engineering","The surfer swam with the waves.",114,"literal",1,"high",0
559,1,1,1,"217","LUHA_non-engineering","The woman whispered words into his ear.",114,"literal",1,"high",1
579,1,1,1,"209","LUHA_engineering","The weather impacted available transportation.",114,"literal",2,"high",1
476,1,1,1,"176","HUHA_non-engineering","The snow devoured the ground.",114,"metaphorical",1,"high",1
866,0,5,1,"172","HUHA_non-engineering","The ivy stifled the tree.",114,"metaphorical",1,"high",0
319,1,1,1,"225","LUHA_non-engineering","The echo resounded through the cave.",114,"literal",1,"high",1
611,1,5,5,"198","HULA_non-engineering","The dream shaved the direction.",114,"anomalous",1,"low",0
639,1,1,1,"173","HUHA_non-engineering","The volcano vomited the lava.",114,"metaphorical",1,"high",1
388,0,1,5,"200","HULA_non-engineering","The song rowed in her ear.",114,"anomalous",1,"low",1
1066,1,1,1,"167","HUHA_non-engineering","The shooting stars pierced the sky.",114,"metaphorical",1,"high",1
705,1,1,1,"221","LUHA_non-engineering","The sun beamed on the earth.",114,"literal",1,"high",1
400,0,5,1,"154","HUHA_engineering","The metal was healed by the brush.",114,"metaphorical",2,"high",0
449,1,1,1,"169","HUHA_non-engineering","The melody fluttered through the air.",114,"metaphorical",1,"high",1
15,1,1,1,"218","LUHA_non-engineering","The rain wetted her lips.",114,"literal",1,"high",1
360,1,1,1,"165","HUHA_engineering","The computers are chattering through a network.",114,"metaphorical",2,"high",1
654,1,1,1,"207","LUHA_engineering","The bus was powered by electricity.",114,"literal",2,"high",1
292,1,1,1,"222","LUHA_non-engineering","The foliage dropped from the trees.",114,"literal",1,"high",1
1842,1,5,5,"190","HULA_non-engineering","The water canceled the swimmer.",114,"anomalous",1,"low",0
329,1,5,5,"186","HULA_engineering","The light satisfied the stone to change color.",114,"anomalous",2,"low",0
643,1,1,1,"214","LUHA_engineering","The workers helped to build the structure.",114,"literal",2,"high",1
652,0,5,1,"224","LUHA_non-engineering","The brook wound through the forest.",114,"literal",1,"high",0
675,1,5,5,"178","HULA_engineering","The paper clip referred to the magnet.",114,"anomalous",2,"low",0
2008,1,5,5,"180","HULA_engineering","The wind measured the wheel.",114,"anomalous",2,"low",0
565,0,5,1,"164","HUHA_engineering","The car spent all of the gas.",114,"metaphorical",2,"high",0
730,0,1,5,"201","HULA_non-engineering","The thunderclouds paddled across the fields.",114,"anomalous",1,"low",1
34,1,5,5,"202","HULA_non-engineering","The sun crocheted behind the clouds.",114,"anomalous",1,"low",0
1068,1,5,5,"187","HULA_engineering","The intense heat threaded the plastic.",114,"anomalous",2,"low",0
649,0,1,5,"196","HULA_non-engineering","The earthquake defrosted the city.",114,"anomalous",1,"low",1
673,0,1,5,"194","HULA_non-engineering","The storm ridiculed the dune.",114,"anomalous",1,"low",1
758,1,1,1,"161","HUHA_engineering","The knives lounged in their holder.",114,"metaphorical",2,"high",1
773,0,5,1,"158","HUHA_engineering","The electricity was strangled by the resistor.",114,"metaphorical",2,"high",0
678,1,1,1,"171","HUHA_non-engineering","The flag stretched in the wind.",114,"metaphorical",1,"high",1
550,0,5,1,"211","LUHA_engineering","The fabric was bonded by glue.",114,"literal",2,"high",0
906,0,5,1,"205","LUHA_engineering","The shadows were engulfed by light.",114,"literal",2,"high",0
383,1,5,5,"189","HULA_engineering","The soil was haunted by the roller.",114,"anomalous",2,"low",0
1064,0,1,5,"185","HULA_engineering","The metals were scared into a weld.",114,"anomalous",2,"low",1
502,0,1,5,"197","HULA_non-engineering","The sun pasted the dew.",114,"anomalous",1,"low",1
2344,1,5,5,"199","HULA_non-engineering","The siren ironed over the city.",114,"anomalous",1,"low",0
20,0,5,1,"212","LUHA_engineering","The nails were struck by the hammer.",114,"literal",2,"high",0
653,1,1,1,"227","LUHA_non-engineering","The musician tuned the violin.",114,"literal",1,"high",1
1233,1,1,1,"206","LUHA_engineering","The rocks fell into the hole.",114,"literal",2,"high",1
323,1,5,5,"192","HULA_non-engineering","The garden condensed in the winter.",114,"anomalous",1,"low",0
672,1,1,1,"226","LUHA_non-engineering","The morning dew laid on the meadow.",114,"literal",1,"high",1
288,1,1,1,"153","HUHA_engineering","The wind has tickled the turbine.",114,"metaphorical",2,"high",1
600,1,1,1,"177","HUHA_non-engineering","The laughter spilled through the windows.",114,"metaphorical",1,"high",1
161,0,1,5,"181","HULA_engineering","The speakers fooled sound.",114,"anomalous",2,"low",1
336,1,1,1,"210","LUHA_engineering","The trains advanced with great velocity.",114,"literal",2,"high",1
596,1,1,1,"203","LUHA_engineering","The snow was thawed by the heat of the sunlight.",114,"literal",2,"high",1
227,0,5,1,"160","HUHA_engineering","The dough waltzed around in the mixer.",114,"metaphorical",2,"high",0
397,1,1,1,"162","HUHA_engineering","The rust infected the metal.",114,"metaphorical",2,"high",1
858,1,5,5,"191","HULA_non-engineering","The moon received the world.",114,"anomalous",1,"low",0
3469,1,1,1,"219","LUHA_non-engineering","The fruits surrounded the cake.",114,"literal",1,"high",1
317,1,1,1,"174","HUHA_non-engineering","The stars lurked over the desert",114,"metaphorical",1,"high",1
438,1,1,1,"155","HUHA_engineering","The new construction was blanketed by the cover.",114,"metaphorical",2,"high",1
309,0,5,1,"156","HUHA_engineering","The dam suffocated the water.",114,"metaphorical",2,"high",0
492,0,5,1,"159","HUHA_engineering","The pipe was arrested with a seal.",114,"metaphorical",2,"high",0
360,1,1,1,"223","LUHA_non-engineering","The gravity influenced the moon.",114,"literal",1,"high",1
458,1,5,5,"182","HULA_engineering","The air system threatened the house with good ventilation.",114,"anomalous",2,"low",0
51,1,5,5,"179","HULA_engineering","The mechanic stepped the efficiency of the motor.",114,"anomalous",2,"low",0
825,0,1,5,"184","HULA_engineering","The plants are rejected by temperature.",114,"anomalous",2,"low",1
434,0,1,5,"195","HULA_non-engineering","The heat swept the ground.",114,"anomalous",1,"low",1
700,0,5,1,"204","LUHA_engineering","The car was halted by the brakes' force.",114,"literal",2,"high",0
1345,1,5,5,"193","HULA_non-engineering","The cloud cover roasted the country.",114,"anomalous",1,"low",0
1088,1,5,5,"183","HULA_engineering","The ice perfected the river's flow.",114,"anomalous",2,"low",0
776,1,5,5,"188","HULA_engineering","The machine adds pressure and heat to plug the rubber.",114,"anomalous",2,"low",0
855,0,5,1,"157","HUHA_engineering","The technician rescued the plane's wing.",114,"metaphorical",2,"high",0
548,1,1,1,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",114,"metaphorical",2,"high",1
809,1,1,1,"142","LUHA_non-engineering","The shooting stars lit the sky.",114,"literal",1,"high",1
2085,1,1,1,"129","LUHA_engineering","The metal was polished by the brush.",114,"literal",2,"high",1
321,1,5,5,"103","HULA_engineering","The car was sewed by the brakes' force.",114,"anomalous",2,"low",0
2341,0,1,5,"106","HULA_engineering","The bus was garnished by electricity.",114,"anomalous",2,"low",1
499,0,5,1,"128","LUHA_engineering","The wind has moved the turbine.",114,"literal",2,"high",0
605,1,1,1,"80","HUHA_engineering","The speakers fostered sound.",114,"metaphorical",2,"high",1
373,1,1,1,"136","LUHA_engineering","The knives rested in their holder.",114,"literal",2,"high",1
793,1,1,1,"93","HUHA_non-engineering","The storm chased away the dune.",114,"metaphorical",1,"high",1
346,1,5,5,"110","HULA_engineering","The fabric was cooked by glue.",114,"anomalous",2,"low",0
409,1,5,5,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",114,"anomalous",2,"low",0
662,0,5,1,"79","HUHA_engineering","The wind governed the wheel.",114,"metaphorical",2,"high",0
406,0,5,1,"150","LUHA_non-engineering","The waves flooded the beach.",114,"literal",1,"high",0
509,1,1,1,"86","HUHA_engineering","The intense heat mutilated the plastic.",114,"metaphorical",2,"high",1
576,1,1,1,"149","LUHA_non-engineering","The stars sprinkled over the desert.",114,"literal",1,"high",1
470,1,5,5,"120","HULA_non-engineering","The sun rained on the earth.",114,"anomalous",1,"low",0
366,0,5,1,"81","HUHA_engineering","The air system gifted the house with good ventilation.",114,"metaphorical",2,"high",0
113,0,5,1,"132","LUHA_engineering","The technician repaired the plane's wing.",114,"literal",2,"high",0
2214,1,5,5,"108","HULA_engineering","The weather memorized available transportation.",114,"anomalous",2,"low",0
401,0,5,1,"77","HUHA_engineering","The paper clip escaped to the magnet.",114,"metaphorical",2,"high",0
878,1,1,1,"100","HUHA_non-engineering","The thunderclouds galloped across the fields.",114,"metaphorical",1,"high",1
588,1,1,1,"89","HUHA_non-engineering","The water hugged the swimmer.",114,"metaphorical",1,"high",1
462,1,1,1,"144","LUHA_non-engineering","The melody floated through the air.",114,"literal",1,"high",1
223,1,1,1,"140","LUHA_engineering","The computers are connected through a network.",114,"literal",2,"high",1
645,0,5,1,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",114,"metaphorical",2,"high",0
369,1,5,5,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",114,"anomalous",2,"low",0
379,0,1,5,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",114,"anomalous",2,"low",1
310,1,1,1,"101","HUHA_non-engineering","The sun sulked behind the clouds.",114,"metaphorical",1,"high",1
1317,1,1,1,"96","HUHA_non-engineering","The sun drank the dew.",114,"metaphorical",1,"high",1
65,1,1,1,"134","LUHA_engineering","The pipe was secured with a seal.",114,"literal",2,"high",1
501,1,5,5,"105","HULA_engineering","The rocks grew into the hole.",114,"anomalous",2,"low",0
344,0,5,1,"138","LUHA_engineering","The screw rolled toward the spring.",114,"literal",2,"high",0
281,0,5,1,"146","LUHA_non-engineering","The flag turned in the wind.",114,"literal",1,"high",0
438,1,1,1,"151","LUHA_non-engineering","The snow frosted the ground.",114,"literal",1,"high",1
1638,1,5,5,"107","HULA_engineering","The oil voted from the pump.",114,"anomalous",2,"low",0
475,0,1,5,"124","HULA_non-engineering","The echo brushed through the cave.",114,"anomalous",1,"low",1
520,1,5,5,"109","HULA_engineering","The trains sneezed with great velocity.",114,"anomalous",2,"low",0
375,1,5,5,"126","HULA_non-engineering","The musician baked the violin.",114,"anomalous",1,"low",0
536,0,5,1,"98","HUHA_non-engineering","The siren sang over the city.",114,"metaphorical",1,"high",0
438,1,1,1,"141","LUHA_non-engineering","The clouds passed over the city.",114,"literal",1,"high",1
353,1,1,1,"139","LUHA_engineering","The car wasted all of the gas.",114,"literal",2,"high",1
28,0,5,1,"137","LUHA_engineering","The rust damaged the metal.",114,"literal",2,"high",0
638,0,5,1,"83","HUHA_engineering","The plants are motivated by temperature.",114,"metaphorical",2,"high",0
33,1,1,1,"152","LUHA_non-engineering","The laughter burst through the windows.",114,"literal",1,"high",1
24,0,5,1,"148","LUHA_non-engineering","The volcano erupted the lava.",114,"literal",1,"high",0
693,0,5,1,"88","HUHA_engineering","The soil was groomed by the roller.",114,"metaphorical",2,"high",0
575,0,5,1,"147","LUHA_non-engineering","The ivy coated the tree.",114,"literal",1,"high",0
979,0,5,1,"135","LUHA_engineering","The dough spun around in the mixer.",114,"literal",2,"high",0
704,1,1,1,"143","LUHA_non-engineering","The bee abandoned the flower.",114,"literal",1,"high",1
994,0,1,5,"117","HULA_non-engineering","The rain braided her lips.",114,"anomalous",1,"low",1
731,0,5,1,"82","HUHA_engineering","The ice quieted the river's flow.",114,"metaphorical",2,"high",0
870,0,5,1,"85","HUHA_engineering","The light inspired the stone to change color.",114,"metaphorical",2,"high",0
42,1,1,1,"97","HUHA_non-engineering","The dream highlighted the direction.",114,"metaphorical",1,"high",1
526,1,5,5,"119","HULA_non-engineering","The surfer telephoned with the waves.",114,"anomalous",1,"low",0
550,1,5,5,"104","HULA_engineering","The shadows were jiggled by light.",114,"anomalous",2,"low",0
567,0,1,5,"123","HULA_non-engineering","The brook cycled through the forest.",114,"anomalous",1,"low",1
607,1,1,1,"94","HUHA_non-engineering","The heat scarred the ground.",114,"metaphorical",1,"high",1
516,0,1,5,"115","HULA_non-engineering","The researcher disappointed a theory.",114,"anomalous",1,"low",1
929,0,5,1,"92","HUHA_non-engineering","The cloud cover quenched the country.",114,"metaphorical",1,"high",0
1193,1,1,1,"95","HUHA_non-engineering","The earthquake inhaled the city.",114,"metaphorical",1,"high",1
322,1,1,1,"91","HUHA_non-engineering","The garden died in the winter.",114,"metaphorical",1,"high",1
374,1,5,5,"127","HULA_non-engineering","The feeling lunched over time.",114,"anomalous",1,"low",0
599,0,5,1,"84","HUHA_engineering","The metals were married into a weld.",114,"metaphorical",2,"high",0
1046,0,5,1,"130","LUHA_engineering","The new construction was sheltered by the cover.",114,"literal",2,"high",0
525,0,5,1,"131","LUHA_engineering","The dam stalled the water.",114,"literal",2,"high",0
426,0,1,5,"113","HULA_engineering","The workers helped to coach the structure.",114,"anomalous",2,"low",1
677,1,5,5,"111","HULA_engineering","The nails were knitted by the hammer.",114,"anomalous",2,"low",0
1108,0,1,5,"116","HULA_non-engineering","The woman stitched words into his ear.",114,"anomalous",1,"low",1
565,0,5,1,"133","LUHA_engineering","The electricity was hindered by the resistor.",114,"literal",2,"high",0
345,0,1,5,"118","HULA_non-engineering","The fruits counted the cake.",114,"anomalous",1,"low",1
561,1,5,5,"125","HULA_non-engineering","The morning dew debated on the meadow.",114,"anomalous",1,"low",0
515,1,5,5,"121","HULA_non-engineering","The foliage trickled from the trees.",114,"anomalous",1,"low",0
859,0,5,1,"90","HUHA_non-engineering","The moon tinted the world.",114,"metaphorical",1,"high",0
327,1,1,1,"99","HUHA_non-engineering","The song bounced in her ear.",114,"metaphorical",1,"high",1
10,0,5,1,"145","LUHA_non-engineering","The worm ate through the apple.",114,"literal",1,"high",0
503,1,5,5,"122","HULA_non-engineering","The gravity baptized the moon.",114,"anomalous",1,"low",0
5830,0,1,5,"27","HULA_engineering","The wind has eaten the turbine.",120,"anomalous",2,"low",1
10,0,5,1,"55","LUHA_engineering","The speakers produced sound.",120,"literal",2,"high",0
1946,1,5,5,"28","HULA_engineering","The metal was parented by the brush.",120,"anomalous",2,"low",0
3085,0,1,5,"33","HULA_engineering","The pipe was inquired with a seal.",120,"anomalous",2,"low",1
2028,1,1,1,"63","LUHA_engineering","The soil was flattened by the roller.",120,"literal",2,"high",1
4740,1,5,5,"43","HULA_non-engineering","The melody enrolled through the air.",120,"anomalous",1,"low",0
1821,0,1,5,"50","HULA_non-engineering","The snow rubbed the ground.",120,"anomalous",1,"low",1
36,0,1,5,"35","HULA_engineering","The knives exhaled in their holder.",120,"anomalous",2,"low",1
5547,1,1,1,"22","HUHA_non-engineering","The brook scurried through the forest.",120,"metaphorical",1,"high",1
1221,0,1,5,"47","HULA_non-engineering","The volcano pummeled the lava.",120,"anomalous",1,"low",1
1167,0,1,5,"36","HULA_engineering","The rust gardened the metal.",120,"anomalous",2,"low",1
1660,1,1,1,"62","LUHA_engineering","The machine adds pressure and heat to vulcanize the rubber.",120,"literal",2,"high",1
1465,1,5,5,"37","HULA_engineering","The screw flapped toward the spring.",120,"anomalous",2,"low",0
4900,0,5,1,"26","HUHA_non-engineering","The feeling sank over time.",120,"metaphorical",1,"high",0
