"unusual_rt","unusual_acc","unusual_resp","unusual_cresp","approp_rt","approp_acc","approp_resp","approp_cresp","sentence_id","condition","sentence","id","type","engineering","appropriateness","unusualness","Appropriate.ACC","Unusual.ACC"
980,0,1,5,2073,1,5,5,"17","HUHA_non-engineering","The fruits crowned the cake.",131,"Metaphorical","non","high","high","Appropriate","Usual"
524,0,1,5,289,1,5,5,"21","HUHA_non-engineering","The gravity pressured the moon.",131,"Metaphorical","non","high","high","Appropriate","Usual"
752,1,1,1,396,1,5,5,"63","LUHA_engineering","The soil was flattened by the roller.",131,"Literal","eng","high","low","Appropriate","Usual"
12860,0,1,5,1179,0,1,5,"25","HUHA_non-engineering","The musician teased the violin.",131,"Metaphorical","non","high","high","Inappropriate","Usual"
10462,0,1,5,3101,0,1,5,"15","HUHA_non-engineering","The woman dripped words into his ear.",131,"Metaphorical","non","high","high","Inappropriate","Usual"
2255,1,1,1,694,1,5,5,"58","LUHA_engineering","The plants are affected by temperature.",131,"Literal","eng","high","low","Appropriate","Usual"
2059,1,5,5,262,1,5,5,"20","HUHA_non-engineering","The foilage staggered from the trees",131,"Metaphorical","non","high","high","Appropriate","Unusual"
7804,1,1,1,2512,0,1,5,"59","LUHA_engineering","The metals were fused into a weld.",131,"Literal","eng","high","low","Inappropriate","Usual"
706,1,5,5,2376,0,5,1,"46","HULA_non-engineering","The ivy glazed the tree.",131,"Anomalous","non","low","high","Appropriate","Unusual"
5314,0,1,5,63,1,1,1,"36","HULA_engineering","The rust gardened the metal.",131,"Anomalous","eng","low","high","Inappropriate","Usual"
1334,0,1,5,357,1,5,5,"8","HUHA_engineering","The trains charged with great velocity.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
492,1,1,1,223,1,5,5,"53","LUHA_engineering","The mechanic decreased the efficiency of the motor.",131,"Literal","eng","high","low","Appropriate","Usual"
25203,1,5,5,590,0,5,1,"32","HULA_engineering","The electricity was dared by the resistor.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
939,0,1,5,252,1,5,5,"7","HUHA_engineering","The weather handicapped available transportation.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
19737,0,1,5,1092,0,5,1,"33","HULA_engineering","The pipe was inquired with a seal.",131,"Anomalous","eng","low","high","Appropriate","Usual"
832,1,5,5,470,1,5,5,"18","HUHA_non-engineering","The surfer quarreled with the waves.",131,"Metaphorical","non","high","high","Appropriate","Unusual"
16431,0,1,5,55,0,1,5,"26","HUHA_non-engineering","The feeling sank over time.",131,"Metaphorical","non","high","high","Inappropriate","Usual"
504,1,5,5,1338,1,5,5,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
1743,1,1,1,1416,1,5,5,"76","LUHA_non-engineering","The sun shone behind the clouds.",131,"Literal","non","high","low","Appropriate","Usual"
1323,1,5,5,770,1,1,1,"30","HULA_engineering","The dam spooked the water.",131,"Anomalous","eng","low","high","Inappropriate","Unusual"
1577,0,1,5,302,0,5,1,"34","HULA_engineering","The dough goofed around in the mixer.",131,"Anomalous","eng","low","high","Appropriate","Usual"
786,1,1,1,210,1,5,5,"139","LUHA_engineering","The car wasted all of the gas.",131,"Literal","eng","high","low","Appropriate","Usual"
4635,1,5,5,561,0,5,1,"108","HULA_engineering","The weather memorized available transportation.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
521,1,5,5,522,0,5,1,"124","HULA_non-engineering","The echo brushed through the cave.",131,"Anomalous","non","low","high","Appropriate","Unusual"
1731,1,5,5,168,0,5,1,"115","HULA_non-engineering","The researcher disappointed a theory.",131,"Anomalous","non","low","high","Appropriate","Unusual"
744,1,5,5,133,0,5,1,"126","HULA_non-engineering","The musician baked the violin.",131,"Anomalous","non","low","high","Appropriate","Unusual"
2392,1,5,5,131,0,5,1,"112","HULA_engineering","The saddle had a perforated shell devoted by soft foam.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
1055,1,5,5,12,1,5,5,"89","HUHA_non-engineering","The water hugged the swimmer.",131,"Metaphorical","non","high","high","Appropriate","Unusual"
853,1,5,5,66,1,5,5,"85","HUHA_engineering","The light inspired the stone to change color.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
531,1,1,1,65,1,5,5,"142","LUHA_non-engineering","The shooting stars lit the sky.",131,"Literal","non","high","low","Appropriate","Usual"
5452,1,5,5,3055,0,1,5,"92","HUHA_non-engineering","The cloud cover quenched the country.",131,"Metaphorical","non","high","high","Inappropriate","Unusual"
2727,1,1,1,523,1,5,5,"152","LUHA_non-engineering","The laughter burst through the windows.",131,"Literal","non","high","low","Appropriate","Usual"
878,1,1,1,17,0,1,5,"135","LUHA_engineering","The dough spun around in the mixer.",131,"Literal","eng","high","low","Inappropriate","Usual"
1719,0,1,5,1430,0,1,5,"94","HUHA_non-engineering","The heat scarred the ground.",131,"Metaphorical","non","high","high","Inappropriate","Usual"
3985,1,5,5,694,1,1,1,"127","HULA_non-engineering","The feeling lunched over time.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
1229,0,1,5,169,1,5,5,"101","HUHA_non-engineering","The sun sulked behind the clouds.",131,"Metaphorical","non","high","high","Appropriate","Usual"
1100,1,5,5,205,0,5,1,"104","HULA_engineering","The shadows were jiggled by light.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
1031,1,5,5,590,0,5,1,"105","HULA_engineering","The rocks grew into the hole.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
2629,1,5,5,161,1,5,5,"95","HUHA_non-engineering","The earthquake inhaled the city.",131,"Metaphorical","non","high","high","Appropriate","Unusual"
3516,1,5,5,14,0,5,1,"106","HULA_engineering","The bus was garnished by electricity.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
1089,1,1,1,90,1,5,5,"146","LUHA_non-engineering","The flag turned in the wind.",131,"Literal","non","high","low","Appropriate","Usual"
962,0,1,5,269,1,5,5,"80","HUHA_engineering","The speakers fostered sound.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
2679,1,1,1,3122,1,5,5,"138","LUHA_engineering","The screw rolled toward the spring.",131,"Literal","eng","high","low","Appropriate","Usual"
992,0,1,5,134,1,5,5,"87","HUHA_engineering","The machine adds pressure and heat to invigorate the rubber.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
1062,0,1,5,217,1,5,5,"88","HUHA_engineering","The soil was groomed by the roller.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
1593,0,1,5,172,1,5,5,"100","HUHA_non-engineering","The thunderclouds galloped across the fields.",131,"Metaphorical","non","high","high","Appropriate","Usual"
4150,1,5,5,410,0,5,1,"125","HULA_non-engineering","The morning dew debated on the meadow.",131,"Anomalous","non","low","high","Appropriate","Unusual"
843,1,1,1,724,1,5,5,"128","LUHA_engineering","The wind has moved the turbine.",131,"Literal","eng","high","low","Appropriate","Usual"
2814,1,5,5,778,0,5,1,"103","HULA_engineering","The car was sewed by the brakes' force.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
1449,1,5,5,833,1,1,1,"118","HULA_non-engineering","The fruits counted the cake.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
3866,1,5,5,4417,1,5,5,"79","HUHA_engineering","The wind governed the wheel.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
1579,1,1,1,84,1,5,5,"131","LUHA_engineering","The dam stalled the water.",131,"Literal","eng","high","low","Appropriate","Usual"
2859,1,1,1,235,1,5,5,"134","LUHA_engineering","The pipe was secured with a seal.",131,"Literal","eng","high","low","Appropriate","Usual"
1927,0,1,5,171,1,5,5,"91","HUHA_non-engineering","The garden died in the winter.",131,"Metaphorical","non","high","high","Appropriate","Usual"
533,1,1,1,76,1,5,5,"151","LUHA_non-engineering","The snow frosted the ground.",131,"Literal","non","high","low","Appropriate","Usual"
709,1,1,1,99,1,5,5,"145","LUHA_non-engineering","The worm ate through the apple.",131,"Literal","non","high","low","Appropriate","Usual"
8289,0,1,5,1574,1,5,5,"93","HUHA_non-engineering","The storm chased away the dune.",131,"Metaphorical","non","high","high","Appropriate","Usual"
1786,1,5,5,392,0,5,1,"122","HULA_non-engineering","The gravity baptized the moon.",131,"Anomalous","non","low","high","Appropriate","Unusual"
1997,0,1,5,1554,1,5,5,"99","HUHA_non-engineering","The song bounced in her ear.",131,"Metaphorical","non","high","high","Appropriate","Usual"
1017,1,1,1,708,1,5,5,"130","LUHA_engineering","The new construction was sheltered by the cover.",131,"Literal","eng","high","low","Appropriate","Usual"
1735,1,1,1,2508,0,1,5,"150","LUHA_non-engineering","The waves flooded the beach.",131,"Literal","non","high","low","Inappropriate","Usual"
646,1,5,5,815,1,1,1,"117","HULA_non-engineering","The rain braided her lips.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
1148,0,1,5,649,1,5,5,"90","HUHA_non-engineering","The moon tinted the world.",131,"Metaphorical","non","high","high","Appropriate","Usual"
4591,0,1,5,194,1,5,5,"97","HUHA_non-engineering","The dream highlighted the direction.",131,"Metaphorical","non","high","high","Appropriate","Usual"
2874,1,1,1,911,1,5,5,"132","LUHA_engineering","The technician repaired the plane's wing.",131,"Literal","eng","high","low","Appropriate","Usual"
1277,0,5,1,291,1,5,5,"149","LUHA_non-engineering","The stars sprinkled over the desert.",131,"Literal","non","high","low","Appropriate","Unusual"
892,1,1,1,295,1,5,5,"143","LUHA_non-engineering","The bee abandoned the flower.",131,"Literal","non","high","low","Appropriate","Usual"
1455,0,1,5,14,1,1,1,"121","HULA_non-engineering","The foliage trickled from the trees.",131,"Anomalous","non","low","high","Inappropriate","Usual"
5611,1,1,1,263,1,5,5,"137","LUHA_engineering","The rust damaged the metal.",131,"Literal","eng","high","low","Appropriate","Usual"
301,0,1,5,3617,0,5,1,"109","HULA_engineering","The trains sneezed with great velocity.",131,"Anomalous","eng","low","high","Appropriate","Usual"
642,1,5,5,316,1,1,1,"107","HULA_engineering","The oil voted from the pump.",131,"Anomalous","eng","low","high","Inappropriate","Unusual"
1007,0,1,5,714,1,5,5,"82","HUHA_engineering","The ice quieted the river's flow.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
2207,1,1,1,166,1,5,5,"141","LUHA_non-engineering","The clouds passed over the city.",131,"Literal","non","high","low","Appropriate","Usual"
2524,0,1,5,730,1,5,5,"78","HUHA_engineering","The mechanic injured the efficiency of the motor",131,"Metaphorical","eng","high","high","Appropriate","Usual"
1169,1,5,5,877,0,5,1,"102","HULA_engineering","The snow was cured by the heat of the sunlight.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
1471,1,1,1,895,1,5,5,"147","LUHA_non-engineering","The ivy coated the tree.",131,"Literal","non","high","low","Appropriate","Usual"
2188,1,5,5,211,1,5,5,"81","HUHA_engineering","The air system gifted the house with good ventilation.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
915,1,1,1,156,1,5,5,"140","LUHA_engineering","The computers are connected through a network.",131,"Literal","eng","high","low","Appropriate","Usual"
302,1,5,5,707,1,5,5,"98","HUHA_non-engineering","The siren sang over the city.",131,"Metaphorical","non","high","high","Appropriate","Unusual"
2682,1,5,5,596,0,5,1,"116","HULA_non-engineering","The woman stitched words into his ear.",131,"Anomalous","non","low","high","Appropriate","Unusual"
1193,1,5,5,1218,1,5,5,"83","HUHA_engineering","The plants are motivated by temperature.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
831,1,1,1,146,1,5,5,"148","LUHA_non-engineering","The volcano erupted the lava.",131,"Literal","non","high","low","Appropriate","Usual"
660,1,5,5,77,0,5,1,"111","HULA_engineering","The nails were knitted by the hammer.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
4833,1,5,5,344,0,1,5,"84","HUHA_engineering","The metals were married into a weld.",131,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1522,1,5,5,346,0,5,1,"120","HULA_non-engineering","The sun rained on the earth.",131,"Anomalous","non","low","high","Appropriate","Unusual"
1484,1,5,5,22,1,5,5,"86","HUHA_engineering","The intense heat mutilated the plastic.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
1233,1,5,5,259,1,1,1,"110","HULA_engineering","The fabric was cooked by glue.",131,"Anomalous","eng","low","high","Inappropriate","Unusual"
2047,1,1,1,212,1,5,5,"129","LUHA_engineering","The metal was polished by the brush.",131,"Literal","eng","high","low","Appropriate","Usual"
1415,1,5,5,330,1,5,5,"96","HUHA_non-engineering","The sun drank the dew.",131,"Metaphorical","non","high","high","Appropriate","Unusual"
6241,1,5,5,1756,1,1,1,"113","HULA_engineering","The workers helped to coach the structure.",131,"Anomalous","eng","low","high","Inappropriate","Unusual"
942,1,1,1,185,1,5,5,"136","LUHA_engineering","The knives rested in their holder.",131,"Literal","eng","high","low","Appropriate","Usual"
1139,0,1,5,112,0,5,1,"119","HULA_non-engineering","The surfer telephoned with the waves.",131,"Anomalous","non","low","high","Appropriate","Usual"
1065,1,5,5,2400,0,5,1,"114","HULA_engineering","The repairman deceived the stuck hinge with grease.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
1353,0,1,5,80,0,5,1,"123","HULA_non-engineering","The brook cycled through the forest.",131,"Anomalous","non","low","high","Appropriate","Usual"
7062,1,5,5,1008,1,5,5,"77","HUHA_engineering","The paper clip escaped to the magnet.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
2717,1,1,1,241,1,5,5,"144","LUHA_non-engineering","The melody floated through the air.",131,"Literal","non","high","low","Appropriate","Usual"
599,1,1,1,134,1,5,5,"133","LUHA_engineering","The electricity was hindered by the resistor.",131,"Literal","eng","high","low","Appropriate","Usual"
3001,0,1,5,662,0,5,1,"195","HULA_non-engineering","The heat swept the ground.",131,"Anomalous","non","low","high","Appropriate","Usual"
1022,1,5,5,242,1,5,5,"166","HUHA_non-engineering","The clouds wandered over the city.",131,"Metaphorical","non","high","high","Appropriate","Unusual"
1011,1,5,5,109,1,1,1,"179","HULA_engineering","The mechanic stepped the efficiency of the motor.",131,"Anomalous","eng","low","high","Inappropriate","Unusual"
1199,1,1,1,465,1,5,5,"211","LUHA_engineering","The fabric was bonded by glue.",131,"Literal","eng","high","low","Appropriate","Usual"
1870,1,5,5,825,1,5,5,"173","HUHA_non-engineering","The volcano vomited the lava.",131,"Metaphorical","non","high","high","Appropriate","Unusual"
1222,1,5,5,144,0,5,1,"184","HULA_engineering","The plants are rejected by temperature.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
545,1,1,1,81,1,5,5,"222","LUHA_non-engineering","The foliage dropped from the trees.",131,"Literal","non","high","low","Appropriate","Usual"
2415,1,5,5,782,1,1,1,"192","HULA_non-engineering","The garden condensed in the winter.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
2138,1,1,1,668,1,5,5,"204","LUHA_engineering","The car was halted by the brakes' force.",131,"Literal","eng","high","low","Appropriate","Usual"
6760,1,1,1,263,1,5,5,"223","LUHA_non-engineering","The gravity influenced the moon.",131,"Literal","non","high","low","Appropriate","Usual"
1065,0,5,1,203,1,5,5,"220","LUHA_non-engineering","The surfer swam with the waves.",131,"Literal","non","high","low","Appropriate","Unusual"
5230,0,1,5,5,1,1,1,"197","HULA_non-engineering","The sun pasted the dew.",131,"Anomalous","non","low","high","Inappropriate","Usual"
798,1,5,5,434,1,1,1,"190","HULA_non-engineering","The water canceled the swimmer.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
1210,1,5,5,218,1,1,1,"201","HULA_non-engineering","The thunderclouds paddled across the fields.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
3550,1,5,5,131,1,1,1,"191","HULA_non-engineering","The moon received the world.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
3971,1,1,1,2907,1,5,5,"228","LUHA_non-engineering","The feeling faded over time.",131,"Literal","non","high","low","Appropriate","Usual"
1822,0,1,5,185,0,5,1,"189","HULA_engineering","The soil was haunted by the roller.",131,"Anomalous","eng","low","high","Appropriate","Usual"
2596,1,5,5,281,1,5,5,"174","HUHA_non-engineering","The stars lurked over the desert",131,"Metaphorical","non","high","high","Appropriate","Unusual"
835,0,1,5,824,0,5,1,"180","HULA_engineering","The wind measured the wheel.",131,"Anomalous","eng","low","high","Appropriate","Usual"
638,1,1,1,131,1,5,5,"214","LUHA_engineering","The workers helped to build the structure.",131,"Literal","eng","high","low","Appropriate","Usual"
279,1,1,1,8,0,1,5,"207","LUHA_engineering","The bus was powered by electricity.",131,"Literal","eng","high","low","Inappropriate","Usual"
935,1,5,5,87,1,1,1,"178","HULA_engineering","The paper clip referred to the magnet.",131,"Anomalous","eng","low","high","Inappropriate","Unusual"
13619,1,1,1,87,1,5,5,"216","LUHA_non-engineering","The researcher developed a theory.",131,"Literal","non","high","low","Appropriate","Usual"
951,1,5,5,545,1,5,5,"164","HUHA_engineering","The car spent all of the gas.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
1003,1,5,5,9,1,5,5,"168","HUHA_non-engineering","The bee bewitched the flower.",131,"Metaphorical","non","high","high","Appropriate","Unusual"
6081,0,1,5,675,0,5,1,"181","HULA_engineering","The speakers fooled sound.",131,"Anomalous","eng","low","high","Appropriate","Usual"
3217,0,1,5,12,0,1,5,"175","HUHA_non-engineering","The waves drowned the beach.",131,"Metaphorical","non","high","high","Inappropriate","Usual"
848,1,5,5,363,0,1,5,"158","HUHA_engineering","The electricity was strangled by the resistor.",131,"Metaphorical","eng","high","high","Inappropriate","Unusual"
519,1,1,1,167,1,5,5,"227","LUHA_non-engineering","The musician tuned the violin.",131,"Literal","non","high","low","Appropriate","Usual"
420,1,1,1,100,1,5,5,"218","LUHA_non-engineering","The rain wetted her lips.",131,"Literal","non","high","low","Appropriate","Usual"
1187,1,5,5,6793,1,1,1,"194","HULA_non-engineering","The storm ridiculed the dune.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
1733,0,1,5,109,1,5,5,"153","HUHA_engineering","The wind has tickled the turbine.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
1316,0,1,5,16,0,1,5,"167","HUHA_non-engineering","The shooting stars pierced the sky.",131,"Metaphorical","non","high","high","Inappropriate","Usual"
3099,0,1,5,170,1,5,5,"157","HUHA_engineering","The technician rescued the plane's wing.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
849,1,1,1,30,1,5,5,"221","LUHA_non-engineering","The sun beamed on the earth.",131,"Literal","non","high","low","Appropriate","Usual"
645,1,1,1,31,1,5,5,"209","LUHA_engineering","The weather impacted available transportation.",131,"Literal","eng","high","low","Appropriate","Usual"
661,0,1,5,1847,1,5,5,"169","HUHA_non-engineering","The melody fluttered through the air.",131,"Metaphorical","non","high","high","Appropriate","Usual"
3346,1,5,5,101,1,5,5,"154","HUHA_engineering","The metal was healed by the brush.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
5665,0,5,1,336,1,5,5,"219","LUHA_non-engineering","The fruits surrounded the cake.",131,"Literal","non","high","low","Appropriate","Unusual"
7412,1,1,1,918,0,1,5,"215","LUHA_engineering","The repairman loosened the stuck hinge with grease.",131,"Literal","eng","high","low","Inappropriate","Usual"
841,0,1,5,188,0,1,5,"162","HUHA_engineering","The rust infected the metal.",131,"Metaphorical","eng","high","high","Inappropriate","Usual"
888,1,5,5,49,0,5,1,"202","HULA_non-engineering","The sun crocheted behind the clouds.",131,"Anomalous","non","low","high","Appropriate","Unusual"
1549,0,1,5,82,1,5,5,"155","HUHA_engineering","The new construction was blanketed by the cover.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
881,0,1,5,196,1,1,1,"182","HULA_engineering","The air system threatened the house with good ventilation.",131,"Anomalous","eng","low","high","Inappropriate","Usual"
509,0,1,5,30,1,5,5,"170","HUHA_non-engineering","The worm screwed through the apple.",131,"Metaphorical","non","high","high","Appropriate","Usual"
882,0,1,5,19,0,1,5,"172","HUHA_non-engineering","The ivy stifled the tree.",131,"Metaphorical","non","high","high","Inappropriate","Usual"
3017,1,1,1,176,1,5,5,"217","LUHA_non-engineering","The woman whispered words into his ear.",131,"Literal","non","high","low","Appropriate","Usual"
2870,1,5,5,321,1,1,1,"193","HULA_non-engineering","The cloud cover roasted the country.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
2188,0,1,5,95,1,5,5,"177","HUHA_non-engineering","The laughter spilled through the windows.",131,"Metaphorical","non","high","high","Appropriate","Usual"
1052,0,1,5,161,1,5,5,"171","HUHA_non-engineering","The flag stretched in the wind.",131,"Metaphorical","non","high","high","Appropriate","Usual"
1694,1,5,5,4070,1,1,1,"198","HULA_non-engineering","The dream shaved the direction.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
1418,0,5,1,673,1,5,5,"203","LUHA_engineering","The snow was thawed by the heat of the sunlight.",131,"Literal","eng","high","low","Appropriate","Unusual"
335,1,1,1,84,1,5,5,"226","LUHA_non-engineering","The morning dew laid on the meadow.",131,"Literal","non","high","low","Appropriate","Usual"
2336,1,1,1,692,1,5,5,"205","LUHA_engineering","The shadows were engulfed by light.",131,"Literal","eng","high","low","Appropriate","Usual"
11849,0,1,5,4254,1,5,5,"161","HUHA_engineering","The knives lounged in their holder.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
1040,0,5,1,434,0,1,5,"224","LUHA_non-engineering","The brook wound through the forest.",131,"Literal","non","high","low","Inappropriate","Unusual"
1445,1,1,1,330,1,5,5,"206","LUHA_engineering","The rocks fell into the hole.",131,"Literal","eng","high","low","Appropriate","Usual"
2412,0,1,5,194,1,5,5,"163","HUHA_engineering","The screw raced toward the spring.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
1944,1,1,1,117,1,5,5,"213","LUHA_engineering","The saddle has a perforated shell covered by soft foam.",131,"Literal","eng","high","low","Appropriate","Usual"
965,0,1,5,101,0,5,1,"188","HULA_engineering","The machine adds pressure and heat to plug the rubber.",131,"Anomalous","eng","low","high","Appropriate","Usual"
1031,0,1,5,392,0,5,1,"186","HULA_engineering","The light satisfied the stone to change color.",131,"Anomalous","eng","low","high","Appropriate","Usual"
978,1,5,5,408,1,5,5,"156","HUHA_engineering","The dam suffocated the water.",131,"Metaphorical","eng","high","high","Appropriate","Unusual"
2024,1,1,1,32,1,5,5,"210","LUHA_engineering","The trains advanced with great velocity.",131,"Literal","eng","high","low","Appropriate","Usual"
895,1,5,5,148,0,1,5,"159","HUHA_engineering","The pipe was arrested with a seal.",131,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1509,1,5,5,481,0,5,1,"185","HULA_engineering","The metals were scared into a weld.",131,"Anomalous","eng","low","high","Appropriate","Unusual"
12546,1,5,5,73,1,1,1,"183","HULA_engineering","The ice perfected the river's flow.",131,"Anomalous","eng","low","high","Inappropriate","Unusual"
641,0,1,5,46,1,5,5,"176","HUHA_non-engineering","The snow devoured the ground.",131,"Metaphorical","non","high","high","Appropriate","Usual"
2781,1,5,5,182,1,1,1,"199","HULA_non-engineering","The siren ironed over the city.",131,"Anomalous","non","low","high","Inappropriate","Unusual"
1685,0,1,5,66,1,1,1,"200","HULA_non-engineering","The song rowed in her ear.",131,"Anomalous","non","low","high","Inappropriate","Usual"
2999,1,1,1,205,1,5,5,"225","LUHA_non-engineering","The echo resounded through the cave.",131,"Literal","non","high","low","Appropriate","Usual"
551,1,1,1,24,1,5,5,"208","LUHA_engineering","The oil leaked from the pump.",131,"Literal","eng","high","low","Appropriate","Usual"
538,0,1,5,114,0,5,1,"187","HULA_engineering","The intense heat threaded the plastic.",131,"Anomalous","eng","low","high","Appropriate","Usual"
1384,0,1,5,6,1,5,5,"160","HUHA_engineering","The dough waltzed around in the mixer.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
1036,0,1,5,8,1,5,5,"165","HUHA_engineering","The computers are chattering through a network.",131,"Metaphorical","eng","high","high","Appropriate","Usual"
6202,1,5,5,1085,0,5,1,"196","HULA_non-engineering","The earthquake defrosted the city.",131,"Anomalous","non","low","high","Appropriate","Unusual"
458,1,1,1,27,1,5,5,"212","LUHA_engineering","The nails were struck by the hammer.",131,"Literal","eng","high","low","Appropriate","Usual"
1476,1,5,5,54,0,5,1,"33","HULA_engineering","The pipe was inquired with a seal.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
2208,0,1,5,15,1,1,1,"40","HULA_non-engineering","The clouds trained over the city.",137,"Anomalous","non","low","high","Inappropriate","Usual"
1871,0,1,5,2277,1,5,5,"19","HUHA_non-engineering","The sun hammered on the earth.",137,"Metaphorical","non","high","high","Appropriate","Usual"
2164,1,1,1,1483,1,5,5,"60","LUHA_engineering","The light caused the stone to change color.",137,"Literal","eng","high","low","Appropriate","Usual"
3774,1,1,1,1909,1,5,5,"71","LUHA_non-engineering","The sun evaporated the dew.",137,"Literal","non","high","low","Appropriate","Usual"
4546,0,5,1,1344,1,5,5,"66","LUHA_non-engineering","The garden froze in the winter.",137,"Literal","non","high","low","Appropriate","Unusual"
2224,0,5,1,2454,1,5,5,"56","LUHA_engineering","The air system supplied the house with good ventilation.",137,"Literal","eng","high","low","Appropriate","Unusual"
1608,1,1,1,1072,1,5,5,"70","LUHA_non-engineering","The earthquake devastated the city.",137,"Literal","non","high","low","Appropriate","Usual"
1097,0,1,5,2221,1,5,5,"18","HUHA_non-engineering","The surfer quarreled with the waves.",137,"Metaphorical","non","high","high","Appropriate","Usual"
1588,0,5,1,1569,1,5,5,"64","LUHA_non-engineering","The water soaked the swimmer.",137,"Literal","non","high","low","Appropriate","Unusual"
2572,1,5,5,1448,1,5,5,"17","HUHA_non-engineering","The fruits crowned the cake.",137,"Metaphorical","non","high","high","Appropriate","Unusual"
1521,1,1,1,1691,1,5,5,"69","LUHA_non-engineering","The heat dried the ground.",137,"Literal","non","high","low","Appropriate","Usual"
2352,1,5,5,2852,0,5,1,"36","HULA_engineering","The rust gardened the metal.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
2046,1,5,5,3061,0,5,1,"41","HULA_non-engineering","The shooting stars returned the sky.",137,"Anomalous","non","low","high","Appropriate","Unusual"
3529,0,1,5,2113,1,5,5,"1","HUHA_engineering","The snow was reformed by the heat of the sunlight.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
1843,1,5,5,1686,1,5,5,"22","HUHA_non-engineering","The brook scurried through the forest.",137,"Metaphorical","non","high","high","Appropriate","Unusual"
2243,1,5,5,696,0,1,5,"8","HUHA_engineering","The trains charged with great velocity.",137,"Metaphorical","eng","high","high","Inappropriate","Unusual"
1787,1,5,5,3399,1,5,5,"21","HUHA_non-engineering","The gravity pressured the moon.",137,"Metaphorical","non","high","high","Appropriate","Unusual"
2003,1,5,5,1506,1,5,5,"16","HUHA_non-engineering","The rain kissed her lips.",137,"Metaphorical","non","high","high","Appropriate","Unusual"
1464,1,5,5,17,0,5,1,"29","HULA_engineering","The new construction was chopped by the cover.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
2822,1,5,5,5021,0,1,5,"4","HUHA_engineering","The rocks hopped into the hole.",137,"Metaphorical","eng","high","high","Inappropriate","Unusual"
2749,0,1,5,738,1,5,5,"3","HUHA_engineering","The shadows were slayed by light.",137,"Metaphorical","eng","high","high","Appropriate","Usual"
3427,0,5,1,565,1,5,5,"67","LUHA_non-engineering","The cloud cover darkened the country.",137,"Literal","non","high","low","Appropriate","Unusual"
1214,0,1,5,996,0,5,1,"39","HULA_engineering","The computers are lifted through a network.",137,"Anomalous","eng","low","high","Appropriate","Usual"
1417,1,1,1,965,1,5,5,"59","LUHA_engineering","The metals were fused into a weld.",137,"Literal","eng","high","low","Appropriate","Usual"
1144,1,5,5,1406,0,5,1,"35","HULA_engineering","The knives exhaled in their holder.",137,"Anomalous","eng","low","high","Appropriate","Unusual"
1888,0,5,1,1980,1,5,5,"65","LUHA_non-engineering","The moon brightened the world.",137,"Literal","non","high","low","Appropriate","Unusual"
